countyicp,sex,age,marst,race,bpl,hcovany,hcovpriv,educ,incwage,incbus00,work_income
0,male,45,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,93805,0,93805
0,female,39,"married, spouse present",biracial,maine,coverage,private coverage,2 years of college,30100,0,30100
0,female,87,divorced,white,maine,coverage,private coverage,grade 12,0,9277,9277
0,female,41,"married, spouse present",white,out of state,coverage,private coverage,grade 12,21647,0,21647
0,male,53,"married, spouse present",white,maine,no coverage,no private coverage,grade 12,36079,0,36079
190,male,56,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,61850,0,61850
0,female,64,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,3299,0,3299
0,female,40,"single, never married",white,out of state,coverage,private coverage,5+ years of college,70096,0,70096
0,female,56,"single, never married",white,maine,coverage,private coverage,2 years of college,59788,0,59788
0,female,19,"single, never married",white,maine,coverage,private coverage,grade 12,22678,0,22678
0,female,27,"single, never married",white,maine,coverage,private coverage,4 years of college,309,0,309
0,female,53,"married, spouse present",white,out of state,coverage,private coverage,grade 12,0,36079,36079
0,male,50,"married, spouse present",white,maine,coverage,private coverage,grade 12,366975,0,366975
0,male,27,"single, never married",white,maine,coverage,private coverage,grade 12,43295,0,43295
0,male,70,"married, spouse present",white,out of state,coverage,private coverage,grade 12,3092,0,3092
0,female,59,"married, spouse present",white,maine,coverage,private coverage,grade 12,52572,0,52572
0,male,59,"married, spouse present",white,maine,coverage,private coverage,grade 12,52572,0,52572
0,male,50,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,56696,0,56696
0,female,49,"married, spouse present",white,out of state,coverage,private coverage,grade 12,0,12370,12370
110,female,66,"married, spouse present",white,out of state,coverage,no private coverage,5+ years of college,0,2062,2062
0,female,64,"single, never married",white,out of state,coverage,no private coverage,grade 12,1031,0,1031
0,male,63,divorced,white,out of state,coverage,no private coverage,grade 12,7216,0,7216
0,female,35,"single, never married",white,out of state,coverage,private coverage,grade 12,32986,0,32986
10,female,59,"single, never married",white,maine,coverage,no private coverage,grade 12,3299,0,3299
10,male,55,"single, never married",white,maine,coverage,private coverage,grade 12,28863,0,28863
0,male,59,divorced,white,out of state,coverage,private coverage,2 years of college,70096,0,70096
190,male,46,"married, spouse present",white,maine,no coverage,no private coverage,grade 12,0,61850,61850
190,female,18,"single, never married",white,maine,coverage,private coverage,grade 12,7216,0,7216
0,male,59,"married, spouse present",white,maine,coverage,private coverage,1 year of college,43295,0,43295
0,female,57,"married, spouse present",white,out of state,coverage,private coverage,grade 12,41233,0,41233
0,female,50,widowed,white,out of state,coverage,private coverage,2 years of college,32986,0,32986
190,male,51,divorced,white,maine,no coverage,no private coverage,grade 12,51541,0,51541
0,female,70,divorced,white,maine,coverage,no private coverage,5+ years of college,24740,0,24740
0,male,59,"married, spouse present",white,maine,coverage,private coverage,grade 12,134008,0,134008
0,female,55,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,37110,0,37110
0,female,57,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,37110,0,37110
0,female,57,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,37110,0,37110
0,female,55,"married, spouse absent",white,out of state,coverage,private coverage,1 year of college,37110,0,37110
0,male,65,"married, spouse present",white,maine,coverage,no private coverage,1 year of college,56696,0,56696
0,male,65,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,67004,0,67004
0,male,34,"single, never married",white,out of state,no coverage,no private coverage,grade 12,4123,0,4123
0,female,35,"married, spouse present",white,maine,no coverage,no private coverage,grade 12,9896,0,9896
0,male,38,"married, spouse present",white,maine,no coverage,no private coverage,grade 11,22266,0,22266
0,male,34,"single, never married",white,out of state,coverage,private coverage,4 years of college,67004,0,67004
0,female,69,widowed,white,out of state,coverage,private coverage,5+ years of college,4123,0,4123
0,male,58,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,39584,0,39584
0,female,61,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,45150,0,45150
0,male,79,"married, spouse present",white,maine,coverage,private coverage,2 years of college,43295,0,43295
0,male,27,"single, never married",white,maine,coverage,no private coverage,grade 12,8659,0,8659
0,male,59,separated,white,out of state,coverage,private coverage,1 year of college,105144,0,105144
0,female,30,"single, never married",white,out of state,coverage,private coverage,2 years of college,33296,0,33296
0,male,27,"married, spouse present",white,out of state,coverage,no private coverage,grade 12,28966,0,28966
0,male,41,"married, spouse present",white,maine,coverage,private coverage,2 years of college,41233,0,41233
0,female,38,"married, spouse present",white,maine,coverage,private coverage,1 year of college,39171,0,39171
0,female,75,widowed,white,out of state,coverage,private coverage,5+ years of college,1031,0,1031
0,female,27,"single, never married",white,maine,coverage,private coverage,5+ years of college,154624,0,154624
0,female,43,"married, spouse present",white,maine,no coverage,no private coverage,4 years of college,10308,0,10308
0,male,43,"married, spouse present",white,maine,no coverage,no private coverage,grade 12,0,5154,5154
110,male,43,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,61850,5154,67004
110,female,34,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,8247,618,8865
0,male,63,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,71127,0,71127
0,male,77,"married, spouse present",white,maine,coverage,private coverage,4 years of college,20617,0,20617
190,male,20,"single, never married",white,maine,coverage,no private coverage,grade 12,10721,0,10721
0,female,34,"single, never married",white,maine,coverage,private coverage,4 years of college,41233,0,41233
0,male,42,"single, never married",white,maine,coverage,private coverage,grade 12,41233,0,41233
0,male,43,"married, spouse present",white,maine,coverage,no private coverage,grade 12,28966,0,28966
0,male,29,"married, spouse present",white,maine,coverage,private coverage,4 years of college,46387,0,46387
0,female,28,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,52572,0,52572
0,female,49,divorced,white,maine,coverage,private coverage,5+ years of college,114422,8247,122669
0,male,33,"married, spouse present",white,maine,coverage,private coverage,4 years of college,187611,0,187611
0,female,30,"married, spouse present",white,maine,coverage,private coverage,4 years of college,25771,0,25771
0,female,20,"single, never married",white,maine,coverage,private coverage,1 year of college,5154,0,5154
0,female,18,"single, never married",white,maine,coverage,private coverage,grade 11,30925,0,30925
0,male,49,divorced,white,maine,coverage,private coverage,grade 12,0,30925,30925
0,male,19,"single, never married",white,maine,coverage,private coverage,grade 12,25771,0,25771
110,male,62,"married, spouse present",white,maine,no coverage,no private coverage,grade 12,30925,0,30925
0,female,45,"married, spouse present",white,maine,coverage,private coverage,1 year of college,24740,0,24740
0,male,50,"married, spouse present",white,maine,coverage,private coverage,grade 12,43295,0,43295
0,male,18,"single, never married",white,maine,coverage,private coverage,grade 11,4123,0,4123
0,female,58,divorced,white,out of state,coverage,private coverage,4 years of college,48449,0,48449
10,male,37,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,56696,0,56696
10,female,35,"married, spouse present",white,maine,coverage,private coverage,4 years of college,41233,0,41233
0,female,67,"married, spouse present",white,maine,coverage,private coverage,2 years of college,30925,0,30925
0,male,67,"married, spouse present",white,maine,coverage,private coverage,4 years of college,0,515,515
190,male,24,"single, never married",white,maine,coverage,no private coverage,grade 12,2680,0,2680
190,male,18,"single, never married",white,maine,coverage,private coverage,grade 12,18349,0,18349
0,female,75,widowed,white,out of state,coverage,no private coverage,grade 12,30409,0,30409
0,female,36,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,76281,0,76281
0,male,38,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,35048,0,35048
0,female,61,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,195857,0,195857
0,male,45,"single, never married",white,maine,coverage,private coverage,2 years of college,24740,0,24740
0,male,65,divorced,white,maine,coverage,private coverage,5+ years of college,55665,0,55665
110,male,63,"married, spouse present",white,out of state,coverage,no private coverage,1 year of college,8144,0,8144
110,female,60,"married, spouse present",white,out of state,coverage,no private coverage,5+ years of college,24740,0,24740
110,female,29,"single, never married",white,maine,coverage,private coverage,5+ years of college,43295,0,43295
110,female,27,"single, never married",white,maine,coverage,no private coverage,4 years of college,34017,0,34017
0,female,60,divorced,white,maine,coverage,private coverage,2 years of college,92774,0,92774
0,female,31,"single, never married",white,maine,no coverage,no private coverage,2 years of college,0,1237,1237
0,female,63,"married, spouse present",biracial,out of state,coverage,private coverage,grade 12,0,11648,11648
0,male,59,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,51541,0,51541
10,female,43,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,103083,0,103083
10,male,49,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,51541,0,51541
0,male,55,"married, spouse present",white,out of state,coverage,private coverage,grade 12,20617,0,20617
0,female,47,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,97929,0,97929
0,male,60,divorced,white,maine,coverage,private coverage,grade 12,14432,0,14432
190,male,76,divorced,white,out of state,coverage,private coverage,grade 11,25771,0,25771
0,male,54,"married, spouse present",white,out of state,coverage,private coverage,grade 12,30925,0,30925
0,female,24,"single, never married",white,maine,coverage,private coverage,grade 12,22678,0,22678
0,male,27,"single, never married",white,maine,coverage,private coverage,grade 12,28863,0,28863
0,female,63,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,51541,0,51541
0,male,53,"married, spouse present",white,maine,coverage,private coverage,1 year of college,20617,0,20617
0,female,57,"married, spouse present",white,maine,coverage,private coverage,4 years of college,56696,0,56696
190,female,55,"married, spouse present",white,out of state,coverage,private coverage,grade 12,49480,0,49480
110,female,51,divorced,white,out of state,coverage,private coverage,1 year of college,21544,0,21544
110,male,50,divorced,white,out of state,coverage,private coverage,grade 12,51335,10308,61643
0,male,42,"married, spouse present",white,maine,no coverage,no private coverage,grade 11,27832,0,27832
190,female,49,divorced,white,maine,coverage,no private coverage,grade 12,20617,0,20617
0,male,51,"married, spouse present",white,out of state,coverage,no private coverage,5+ years of college,366975,0,366975
190,male,74,"single, never married",white,maine,coverage,private coverage,4 years of college,6185,0,6185
0,male,62,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,87620,9277,96897
0,female,58,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,77312,0,77312
0,female,62,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,81435,0,81435
0,female,45,"single, never married",white,maine,no coverage,no private coverage,grade 12,82466,20617,103083
0,male,40,divorced,white,out of state,no coverage,no private coverage,1 year of college,0,10308,10308
0,male,71,"married, spouse present",white,out of state,coverage,no private coverage,grade 12,41233,92774,134007
0,female,78,"married, spouse present",white,out of state,coverage,no private coverage,1 year of college,0,12370,12370
0,female,52,"married, spouse present",white,maine,no coverage,no private coverage,grade 12,36079,0,36079
0,male,47,"married, spouse present",white,maine,no coverage,no private coverage,grade 9,0,8144,8144
10,male,37,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,0,20617,20617
10,female,37,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,53603,0,53603
0,female,52,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,82466,0,82466
0,male,54,"married, spouse present",white,maine,coverage,private coverage,grade 12,39171,0,39171
0,male,58,"married, spouse present",white,maine,coverage,private coverage,4 years of college,185549,0,185549
0,female,58,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,56696,0,56696
0,male,43,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,36079,0,36079
0,female,43,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,46387,0,46387
0,male,36,"single, never married",white,maine,coverage,private coverage,4 years of college,92774,0,92774
0,female,37,divorced,white,maine,coverage,private coverage,4 years of college,87620,0,87620
190,female,46,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,41233,0,41233
190,male,50,"married, spouse present",white,maine,coverage,private coverage,2 years of college,72158,0,72158
190,female,21,"single, never married",white,maine,coverage,private coverage,4 years of college,15462,0,15462
190,female,21,"single, never married",white,maine,coverage,private coverage,4 years of college,3092,0,3092
0,male,53,"married, spouse present",white,maine,coverage,private coverage,grade 12,41233,0,41233
0,female,29,"single, never married",white,maine,no coverage,no private coverage,1 year of college,36079,0,36079
10,female,56,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,41233,0,41233
10,male,66,"married, spouse present",white,maine,coverage,private coverage,grade 10,32986,0,32986
10,female,24,"married, spouse present",white,maine,coverage,private coverage,4 years of college,30925,0,30925
10,male,25,"married, spouse present",white,maine,coverage,private coverage,2 years of college,35048,0,35048
0,male,57,"married, spouse present",white,out of state,no coverage,no private coverage,grade 12,0,51541,51541
0,male,61,"married, spouse present",white,maine,coverage,no private coverage,grade 12,26080,0,26080
0,female,48,"married, spouse present",white,out of state,no coverage,no private coverage,grade 9,31337,0,31337
0,female,29,divorced,white,maine,coverage,no private coverage,grade 10,825,0,825
0,male,69,"married, spouse present",white,out of state,coverage,private coverage,grade 12,0,-876,-876
110,female,55,divorced,white,maine,coverage,private coverage,grade 12,39171,0,39171
0,female,26,"single, never married",white,maine,coverage,no private coverage,1 year of college,9277,0,9277
0,male,26,"single, never married",white,maine,coverage,no private coverage,2 years of college,1031,0,1031
0,male,49,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,51541,0,51541
0,female,48,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,47212,0,47212
190,male,27,"single, never married",white,maine,no coverage,no private coverage,2 years of college,14844,0,14844
10,male,61,divorced,white,maine,coverage,no private coverage,grade 12,10308,0,10308
10,male,58,"married, spouse present",white,maine,coverage,private coverage,grade 12,43295,0,43295
0,female,75,"married, spouse present",white,maine,coverage,no private coverage,grade 12,14947,1649,16596
0,male,80,"married, spouse present",white,maine,coverage,no private coverage,grade 12,3711,0,3711
0,female,63,divorced,white,out of state,coverage,no private coverage,N/A or no schooling,19586,0,19586
110,female,32,"married, spouse present",white,maine,coverage,private coverage,4 years of college,12370,0,12370
110,male,27,"married, spouse present",white,maine,coverage,private coverage,grade 12,25771,0,25771
0,male,70,"married, spouse present",white,maine,coverage,private coverage,4 years of college,0,27832,27832
0,female,43,"married, spouse present",white,maine,coverage,private coverage,grade 12,1649,0,1649
0,male,48,"married, spouse present",white,maine,coverage,private coverage,grade 12,32162,0,32162
0,female,57,"single, never married",white,maine,coverage,private coverage,grade 12,10308,0,10308
0,female,46,"single, never married",white,out of state,coverage,no private coverage,grade 12,2062,0,2062
0,male,24,"married, spouse absent",white,maine,no coverage,no private coverage,grade 10,381,0,381
0,female,37,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,103083,0,103083
0,male,43,"married, spouse present",black,out of state,coverage,private coverage,1 year of college,65973,0,65973
0,male,66,"married, spouse present",white,maine,coverage,no private coverage,2 years of college,0,50407,50407
0,female,59,"married, spouse present",white,maine,no coverage,no private coverage,grade 12,0,10102,10102
0,female,32,"married, spouse present",white,out of state,no coverage,no private coverage,4 years of college,16493,15462,31955
0,male,39,"married, spouse present",white,out of state,no coverage,no private coverage,grade 12,53603,0,53603
0,male,49,"married, spouse present",white,maine,coverage,private coverage,grade 12,72158,0,72158
0,female,29,"single, never married",white,out of state,coverage,private coverage,4 years of college,35048,0,35048
0,female,26,"single, never married",white,out of state,coverage,private coverage,4 years of college,2062,22678,24740
0,male,21,"single, never married",white,out of state,coverage,no private coverage,grade 12,6391,0,6391
0,female,28,"single, never married",white,maine,coverage,private coverage,1 year of college,41233,0,41233
0,male,25,"single, never married",white,maine,coverage,private coverage,1 year of college,22884,0,22884
0,female,58,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,61850,0,61850
0,male,63,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,62880,0,62880
0,female,42,"married, spouse present",white,maine,coverage,no private coverage,4 years of college,38347,0,38347
0,female,22,"single, never married",white,maine,coverage,private coverage,2 years of college,46387,0,46387
0,male,32,divorced,white,out of state,coverage,private coverage,1 year of college,51541,0,51541
10,male,38,"single, never married",white,maine,coverage,private coverage,grade 12,20617,0,20617
0,male,45,"married, spouse present",white,maine,coverage,private coverage,2 years of college,77312,0,77312
0,female,59,"married, spouse present",white,maine,coverage,private coverage,4 years of college,113391,0,113391
0,male,58,"married, spouse present",white,maine,coverage,private coverage,grade 12,3092,3092,6184
0,male,64,"married, spouse present",white,maine,coverage,private coverage,grade 12,34636,0,34636
0,female,60,"married, spouse present",white,maine,coverage,private coverage,grade 12,29688,0,29688
0,male,65,"married, spouse present",white,out of state,coverage,no private coverage,1 year of college,16493,0,16493
0,female,64,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,57726,0,57726
190,male,64,"married, spouse present",white,maine,coverage,no private coverage,1 year of college,26802,0,26802
0,female,63,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,185549,0,185549
0,male,63,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,0,197919,197919
0,male,63,"married, spouse present",white,maine,coverage,private coverage,grade 12,16493,0,16493
0,female,60,"married, spouse present",white,maine,coverage,private coverage,grade 12,61850,0,61850
0,male,36,"single, never married",white,out of state,coverage,private coverage,4 years of college,39171,0,39171
0,female,66,widowed,white,maine,coverage,private coverage,grade 12,20617,0,20617
110,male,49,"married, spouse present",white,maine,coverage,private coverage,4 years of college,62880,0,62880
110,female,39,"married, spouse present",white,maine,coverage,private coverage,4 years of college,44326,0,44326
110,female,20,"single, never married",white,maine,coverage,private coverage,grade 12,6185,0,6185
110,male,18,"single, never married",white,maine,coverage,private coverage,grade 11,1031,0,1031
0,male,30,"single, never married",white,out of state,coverage,private coverage,4 years of college,58757,0,58757
0,female,30,widowed,white,out of state,coverage,private coverage,2 years of college,35048,0,35048
110,male,38,divorced,biracial,maine,coverage,private coverage,2 years of college,63911,0,63911
0,female,37,"married, spouse present",white,out of state,coverage,no private coverage,4 years of college,12370,0,12370
0,male,39,"married, spouse present",white,out of state,coverage,no private coverage,4 years of college,30925,10308,41233
0,male,30,"single, never married",white,maine,no coverage,no private coverage,grade 12,32986,0,32986
0,female,24,"single, never married",white,out of state,coverage,private coverage,4 years of college,25771,0,25771
0,female,28,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,21647,0,21647
0,male,32,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,30925,0,30925
110,male,38,"single, never married",white,maine,coverage,private coverage,4 years of college,36079,0,36079
0,female,50,"married, spouse absent",white,maine,coverage,private coverage,grade 12,20617,0,20617
0,male,20,"single, never married",white,maine,coverage,private coverage,grade 12,22781,0,22781
0,male,19,"single, never married",white,out of state,coverage,private coverage,grade 12,3092,0,3092
0,male,19,"single, never married",other race,out of state,no coverage,no private coverage,grade 12,4845,0,4845
10,male,66,"married, spouse present",white,maine,coverage,private coverage,grade 12,74220,0,74220
10,female,57,"married, spouse present",white,maine,coverage,private coverage,grade 12,30925,0,30925
0,male,49,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,366975,0,366975
0,female,53,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,37110,0,37110
0,male,47,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,64942,0,64942
110,male,37,"single, never married",white,maine,coverage,private coverage,grade 12,39068,0,39068
190,male,72,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,0,2062,2062
0,male,40,"married, spouse present",white,maine,no coverage,no private coverage,grade 12,7731,21647,29378
0,female,38,"married, spouse present",white,maine,no coverage,no private coverage,5+ years of college,61850,0,61850
0,female,54,divorced,white,maine,no coverage,no private coverage,grade 12,8762,0,8762
0,female,56,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,53603,0,53603
0,male,56,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,0,1340,1340
0,female,60,divorced,white,maine,coverage,private coverage,2 years of college,24224,0,24224
110,female,51,"married, spouse present",white,maine,coverage,private coverage,4 years of college,80405,0,80405
110,male,52,"married, spouse present",white,maine,coverage,private coverage,4 years of college,59788,0,59788
190,female,53,"married, spouse present",white,maine,coverage,private coverage,1 year of college,61850,0,61850
190,male,55,"married, spouse present",white,maine,coverage,private coverage,grade 12,43295,0,43295
0,female,59,divorced,white,maine,coverage,private coverage,2 years of college,23709,0,23709
0,female,23,"single, never married",white,maine,coverage,private coverage,4 years of college,47418,0,47418
0,female,63,"married, spouse present",white,maine,coverage,private coverage,1 year of college,77312,0,77312
0,male,63,"married, spouse present",white,maine,coverage,private coverage,grade 12,39171,0,39171
0,female,23,"single, never married",white,maine,coverage,private coverage,1 year of college,29379,0,29379
0,male,28,"single, never married",white,maine,no coverage,no private coverage,grade 12,9071,0,9071
0,male,26,"single, never married",white,maine,coverage,private coverage,4 years of college,51541,0,51541
0,male,25,"single, never married",white,maine,coverage,private coverage,4 years of college,56696,0,56696
0,male,24,"single, never married",white,maine,coverage,private coverage,grade 12,41233,0,41233
110,female,70,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,21647,0,21647
0,female,59,"married, spouse present",white,out of state,coverage,private coverage,grade 12,0,12370,12370
0,male,30,"married, spouse present",white,maine,coverage,private coverage,1 year of college,0,30925,30925
190,male,78,divorced,white,maine,coverage,private coverage,5+ years of college,4226,0,4226
190,female,58,"single, never married",white,maine,coverage,private coverage,grade 12,48140,0,48140
0,female,66,divorced,white,maine,coverage,no private coverage,grade 12,5876,0,5876
0,female,31,divorced,white,out of state,coverage,private coverage,5+ years of college,51026,0,51026
0,male,76,"married, spouse present",white,out of state,coverage,no private coverage,1 year of college,10308,0,10308
190,female,46,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,63911,1237,65148
190,male,50,"married, spouse present",white,out of state,coverage,private coverage,grade 12,16493,0,16493
190,male,20,"single, never married",white,maine,no coverage,no private coverage,grade 12,7216,639,7855
0,male,38,"married, spouse absent",white,maine,no coverage,no private coverage,grade 12,0,206,206
110,female,59,"married, spouse present",white,maine,coverage,private coverage,4 years of college,5154,0,5154
110,male,58,"married, spouse present",white,maine,coverage,private coverage,1 year of college,91744,0,91744
0,female,68,"married, spouse present",japanese,out of state,coverage,private coverage,grade 12,1340,-103,1237
0,female,36,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,51541,0,51541
0,male,37,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,56696,0,56696
0,male,50,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,41233,0,41233
0,female,56,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,69065,0,69065
10,female,49,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,91744,0,91744
10,male,53,"married, spouse present",white,maine,coverage,private coverage,2 years of college,0,30925,30925
0,male,19,"single, never married",white,maine,coverage,private coverage,grade 12,206,0,206
0,male,47,"married, spouse present",white,maine,coverage,private coverage,grade 12,20617,10308,30925
0,female,46,"married, spouse present",white,maine,coverage,private coverage,grade 12,30925,0,30925
0,female,43,"married, spouse present",other race,out of state,coverage,private coverage,2 years of college,74220,0,74220
0,female,48,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,34017,0,34017
0,male,47,"married, spouse present",white,out of state,coverage,private coverage,grade 12,25771,5360,31131
0,male,50,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,0,25771,25771
0,male,31,"single, never married",white,maine,no coverage,no private coverage,grade 12,0,41233,41233
0,female,33,"single, never married",white,out of state,coverage,private coverage,4 years of college,43295,0,43295
0,male,46,divorced,white,out of state,coverage,no private coverage,4 years of college,2680,0,2680
0,male,24,"single, never married",white,maine,coverage,private coverage,4 years of college,30925,0,30925
190,male,47,"married, spouse present",white,maine,coverage,private coverage,2 years of college,46387,0,46387
190,female,46,"married, spouse present",white,maine,coverage,private coverage,grade 12,30925,0,30925
0,female,38,"married, spouse present",white,maine,coverage,no private coverage,1 year of college,17524,0,17524
0,male,38,"married, spouse present",white,maine,coverage,no private coverage,grade 12,1031,0,1031
0,male,60,"married, spouse present",white,maine,coverage,no private coverage,grade 12,13401,0,13401
0,female,59,"married, spouse present",white,maine,coverage,no private coverage,grade 12,0,11339,11339
190,female,27,"single, never married",white,maine,no coverage,no private coverage,grade 12,21441,0,21441
0,male,41,"single, never married",white,maine,no coverage,no private coverage,grade 12,46387,0,46387
0,female,34,"single, never married",white,out of state,coverage,private coverage,grade 12,24740,0,24740
0,male,43,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,57726,0,57726
0,female,39,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,88651,0,88651
0,male,70,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,1443,0,1443
0,male,49,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,67004,0,67004
0,female,70,"married, spouse present",white,maine,coverage,no private coverage,1 year of college,13401,0,13401
0,male,55,divorced,white,maine,coverage,private coverage,grade 12,82466,0,82466
0,male,62,"married, spouse present",white,maine,coverage,private coverage,2 years of college,28451,0,28451
0,female,55,"married, spouse present",white,maine,coverage,private coverage,2 years of college,19586,0,19586
0,male,22,"single, never married",white,maine,coverage,private coverage,1 year of college,18761,0,18761
0,male,49,"married, spouse present",white,maine,coverage,private coverage,grade 12,49480,0,49480
0,female,46,"married, spouse present",white,maine,coverage,private coverage,2 years of college,49480,0,49480
0,male,63,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,5154,0,5154
0,female,59,"married, spouse present",white,maine,coverage,private coverage,2 years of college,46387,0,46387
0,female,46,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,203073,0,203073
0,male,47,"married, spouse present",white,maine,coverage,private coverage,2 years of college,2577,0,2577
0,female,27,"married, spouse present",white,maine,coverage,private coverage,2 years of college,46387,0,46387
0,male,29,"married, spouse present",white,maine,coverage,private coverage,grade 12,36079,0,36079
0,male,70,"married, spouse present",white,out of state,coverage,no private coverage,4 years of college,0,3608,3608
0,female,70,"married, spouse present",white,out of state,coverage,no private coverage,5+ years of college,4123,0,4123
110,female,66,widowed,white,maine,coverage,no private coverage,1 year of college,77312,-7525,69787
190,male,25,"single, never married",white,maine,coverage,private coverage,4 years of college,103083,0,103083
190,male,23,"single, never married",white,maine,coverage,private coverage,grade 12,52572,0,52572
190,male,22,"single, never married",white,maine,coverage,private coverage,grade 12,38141,0,38141
110,male,39,"married, spouse present",white,out of state,no coverage,no private coverage,grade 12,61850,0,61850
0,male,43,"married, spouse present",white,out of state,no coverage,no private coverage,grade 12,0,51541,51541
0,female,58,"married, spouse present",white,out of state,no coverage,no private coverage,grade 12,0,5154,5154
0,male,24,"single, never married",white,out of state,no coverage,no private coverage,grades 5-8,25771,0,25771
0,male,64,"married, spouse present",white,maine,coverage,private coverage,4 years of college,25771,0,25771
0,female,60,"married, spouse present",white,maine,coverage,private coverage,2 years of college,45356,0,45356
0,female,59,divorced,white,out of state,coverage,private coverage,2 years of college,38141,0,38141
0,female,32,"single, never married",white,maine,coverage,private coverage,grade 12,31028,0,31028
0,female,57,divorced,white,out of state,coverage,private coverage,1 year of college,17524,0,17524
0,male,64,"single, never married",white,maine,coverage,private coverage,5+ years of college,63911,0,63911
0,male,57,"married, spouse present",Other Asian,out of state,coverage,private coverage,4 years of college,366975,0,366975
0,male,66,"married, spouse present",white,maine,coverage,no private coverage,grade 12,0,6185,6185
0,female,67,"married, spouse present",white,maine,coverage,private coverage,grade 12,0,4742,4742
0,male,52,"married, spouse present",white,maine,coverage,no private coverage,grade 12,0,6391,6391
0,female,28,"married, spouse present",white,maine,coverage,no private coverage,2 years of college,32986,0,32986
0,male,38,"married, spouse present",white,maine,coverage,no private coverage,grade 12,1237,0,1237
0,male,46,"married, spouse present",white,maine,coverage,private coverage,4 years of college,87620,0,87620
0,female,45,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,23709,1237,24946
0,female,68,"married, spouse present",white,maine,coverage,private coverage,4 years of college,53603,0,53603
0,male,68,"married, spouse present",white,maine,coverage,private coverage,4 years of college,6185,0,6185
0,female,35,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,0,94836,94836
0,male,39,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,50511,0,50511
110,female,33,"single, never married",white,maine,coverage,private coverage,1 year of college,67004,0,67004
